source_id,label
5834043748237173632,5096
5834058110669703296,-1
5834091336504545920,3209
5834162529841649152,3121
6027923897742238464,-1
4152080575954606976,-1
4152328687629711232,1648
2053756436437764480,1003
2053936889483149824,3954
2053980182752691456,-1
2054072546013853056,-1
4071639343235529984,5722
4071753039580049920,5722
4071762278037959680,5722
4071799837552793472,5722
4312152903270548736,-1
4312209120088459520,-1
4312209150153380608,4501
4312226574868816256,1941
4312291136805146496,-1
4469638702489690496,-1
4470243811849796352,850
5278296897329175296,-1
5278298134278768256,-1
5278441796635458304,5006
5278488212350525056,-1
5278508244076844800,-1
5278521511234491648,-1
5278538897263015808,4062
5278543978206057472,-1
5278548311833989760,-1
5278551537348852480,4100
1836589489650544128,-1
5278665719058964608,-1
5278693821023285376,-1
5278711619368919552,-1
5278740137949825920,-1
5278758211171742208,3866
5278758451689926400,-1
5278772371686257024,5308
1837014863215681408,2149
5793329038798787840,36
2264388882522834688,744
2195958504330260224,-1
5961432095962308864,2237
245464806968150400,-1
5961483055796945408,-1
5961532941818574592,783
5961575135554920448,-1
3829068867436111488,768
3829157034524986496,768
3829165246502079744,768
3829170022505736192,768
3830547671920586752,768
3833326996797682560,768
4658034522377050496,-1
4658035076431748992,-1
4658035140986429696,3618
5278261712955637504,-1
5278273429645091328,-1
5278277518432073856,-1
5278299749182521088,4741
5278313669170712960,3684
5278314764406392576,6992
5278319677832168576,-1
5278339645141769216,5574
5278372213872211584,5006
5278386576251757952,6495
5278395200537281408,-1
5278433271134010624,6746
5278486837957487616,4718
5278509618463841792,-1
5278520613580356864,-1
5278531093301107456,-1
5278546074150083712,-1
5278555763596326912,-1
5278577204070362240,3184
1836573237491457280,4241
5278618504480011776,-1
5278621871734524672,-1
5278640529066689792,-1
5278655716075636736,5308
5278705881305259776,-1
5278742749290274176,6451
5278743543857300480,-1
5278768351596885120,6528
5278770168360604288,3925
1836750220199763712,-1
1836833302045485184,2928
5793584812690272384,-1
5793751491772935040,-1
2196427342960667264,302
2270368503494471936,-1
5961480921152694656,-1
5961485181759905792,-1
246570709506590848,468
3829079136703001984,768
3829144866882605696,768
4658042562704767232,-1
4658045796672883968,6685
4658047613479796224,-1
4658048957809250432,6757
4658054141924900480,6485
4658056929271254784,-1
4658062456958351104,2376
4658067061139925888,-1
4658067267300011776,3583
4658068779065797376,-1
4658070982410522752,-1
4658071630934188288,7078
4658071940172319744,6271
4658072769117748352,-1
4658052325027175040,-1
4658053901406692224,6832
4658073245805528832,-1
4658073971668665984,2618
4658074826388598528,-1
4658075861453947776,-1
4658075895854297472,-1
4658078262413278464,6874
4658080122103708160,-1
4658086302589025280,-1
4658088398519355520,-1
4658088677681930752,-1
4658091392100298240,3525
4658091456533490688,-1
4658092246808564224,6998
4658097160230643072,-1
4658097198899537152,4703
4658097950458415488,-1
4658100458763209472,-1
4658101596964914304,-1
4658106029263117056,-1
4658110010783533184,-1
4658110113810327680,5730
4658111282051404928,6701
4658113171819873792,-1
4658119459660030080,2478
414244308598435328,-1
5251893160694151808,-1
4317973378517594368,-1
4318062885661214720,4656
4318077144964190080,-1
5278232644617823872,-1
5278235049799716992,-1
5278236634643596544,-1
5278246766479163520,-1
5278303047717549056,-1
5278314317712416512,-1
5278323491763240704,-1
5278326240551091840,-1
5278341874244567168,-1
5278388401603070208,-1
5278392696577437952,-1
5278448531152091520,-1
5278453547673878016,6307
5278505186057398144,6600
5278510580536643200,-1
5278518380214826496,6759
5278531475558808576,6660
5278567514627485952,5702
5278604004669918592,6660
5278604245188212352,-1
5278606822176653952,-1
5278623452281736192,-1
5278648569248835456,-1
5278669837928230528,-1
5278699013647227264,-1
5278757768789744896,-1
2265575732309050880,-1
2269053526244248704,902
245251978451433728,-1
5961436631442344064,-1
5961488312837506304,-1
5961516762659073024,-1
3829018908376394368,768
3829084565541008256,768
3829098794767747968,768
3829147787460597120,768
6070116591283969536,-1
5937135367210004096,6182
5937153096805596800,-1
5937175946107315328,-1
5937218689583498496,-1
6030060622489949312,-1
5238531345615075968,-1
5834080478819589504,-1
5834129063520477952,-1
5834168061761959808,-1
6027751789838143744,-1
6027753954491576960,-1
6027771679800065792,-1
6027795220489404288,1920
6027823807803759360,5045
6061897466997276288,-1
4152165100919823360,-1
4152434305160851328,3190
2053380055552029568,-1
2053544883521990912,-1
2053901911270452352,-1
4071742181895057024,5722
5901029947970430720,-1
4312180876429210752,-1
4470126301533678720,-1
4318115146804283648,-1
4318146070597385472,-1
5277312387740062208,-1
5278229036840318080,6568
5278258380061433344,5108
5278270165448320256,-1
5278280198492339968,6992
5278287104800101504,-1
5278294011105957120,-1
5278319265515150720,-1
5278337682335420160,6497
5278368984056690816,-1
5902394751139903616,-1
6069706851396778240,-1
6069788902457551232,-1
5947624119696972800,4803
5937143815387490048,3916
5937143854128965120,1770
5238371950807355264,-1
5834139886759736192,5185
6027718392149898368,-1
6027755397601469952,-1
6027837551700339840,-1
6027863733827861504,6157
6061807062215683072,-1
6061866508861866240,-1
4152095316285488256,-1
4152347203226959872,2818
4152402320542240640,-1
4152486257088166528,3623
2053521759414436352,-1
4071648517275257344,5722
4071772895222741888,5722
4071818460528108288,5722
5901113785727301120,-1
4312101952077959936,-1
4312160363652301312,-1
4312164692984471168,185
4312227743069617536,2483
4312274025650528256,-1
5947596013436502912,-1
6030078700062804864,3561
6030080658522315648,-1
5238396655442602880,-1
5238519182291188736,-1
5834095528392868736,3945
5834119030470771584,942
6027722584078173056,1942
6027802882711962880,-1
6061893343865766144,2486
4152286695726911360,-1
4152409673533387392,1792
4152494095407234688,-1
2053798664539004032,-1
4071614982157271424,5722
4071687721696258304,5722
4071703454163437824,5722
4071799661435379200,5722
4071806365909675776,-1
5901059939699625088,-1
5901171853670503936,-1
4312242689562865920,4656
4312247736144023936,4099
4469896542265671040,-1
4317925927755436544,-1
4317959119274420096,-1
4318143459230704256,4198
4318167167456408192,3172
5278241646864489216,-1
5278252886799682944,-1
5278272334406206208,6497
5902461924413624192,-1
6070025125657191936,-1
5937096334522209408,2532
5937136741596496256,-1
5937142204796318464,-1
5937186288329988224,5971
5937218964461205632,-1
5937224049705388032,-1
6030033929334908416,3038
6030064509423604608,-1
5238588211007373568,-1
5238729773132850432,-1
5834132774293128960,4386
5834152977826469888,-1
6027905270441218048,-1
6061585274397893632,-1
4152031888217067136,2739
4152264915943716352,2648
4152382044005589632,2500
4152481073072108928,-1
2053899407310640128,-1
2054206789513243904,570
4071660813733171200,5722
4071678032250461952,5722
4071765855763847808,5722
3842141747157794048,1557
4658042532539070976,6848
4658043975647978496,2314
4658047922717362048,-1
4658050602876620416,-1
4658055481953817472,6985
4658056512661280640,6915
4658056688712849536,-1
4658061701043421696,-1
4658063148348553088,-1
4658064862152680448,6268
4658071252932747008,-1
4658051122436750464,-1
4658075169991025024,3094
4658075960309135872,-1
4658076613183185664,2467
4658078537290855168,-1
4658081255976168320,-1
4658087749969692544,1805
4658089498030848640,2679
4658091215961463040,7032
4658095957633953024,6342
4658096576111138048,-1
4658099050009197952,-1
4658101352117492608,-1
4658101867516884480,5848
4658103826024193536,-1
4658104307060467968,5983
4658104650598715904,-1
4658106506087908224,6485
4658117535567384448,-1
4658119906348902016,4530
5952757331516175104,-1
5952828593580031104,-1
5983866432453437440,-1
5984192368903938048,-1
5984107947056906624,-1
5823664873852867840,-1
5823705693231071360,-1
3352102441297986560,-1
6070437575661118336,-1
6030041007348522752,4081
6030088011499555840,-1
5238333364815436160,-1
5834038525553561088,-1
5834044435432711296,-1
5834058729093721728,-1
6027883181443908608,-1
6027909226128885632,-1
6061686773082004224,-1
2053957956286747648,-1
2054156108908972928,-1
4071711494342024704,5722
4071817665935015424,5722
4312244304472610304,-1
4312271139431772160,-1
4469717218784125184,-1
4317937403912800384,-1
4318034362777412992,-1
4318102949135429120,4244
5277263253315189504,-1
5277629906084882048,-1
5278268722339056128,4741
5278272467553862400,-1
5278281882119359744,6746
5278296038343488000,-1
5278311848112404352,-1
5278349021049404288,6453
5278352731904208896,-1
3829164245774748288,-1
3829168849979361536,768
3833327202955914368,768
2250973466274455424,-1
2251397190567163264,-1
2253569035271316480,686
4658033903901826816,-1
4658041806790745856,-1
4658042596912912640,5719
4658046994999312640,-1
4658048232052635904,-1
4658055554841864320,6874
4658055967158583680,6676
4658056615740436352,6831
4658057784058804096,-1
4658057818418550016,-1
4658060945127285248,-1
4658061872843290752,-1
3844668802835422336,1557
4658065068312640768,5503
4658066687402965248,-1
4658072150603418880,6964
4658072489921389952,-1
4658074379756142720,3524
4658075994668843776,-1
